UserName,Handle,Timestamp,Text,Label,Text_Lower,Text_Cleaning,Text_Token,Text_Token_Stop,Text_Token_Stop_Stem
NephiLaxmus,@NephiLaxmus,17/05/2023 08:46,"Justru tidak aneh kalau pasca kenaikan BBM kepuasan masyarakat meningkat. Berdasar survei Poltracking dan LSI, kepuasan masyarakat disebabkan faktor BLT dan ""Membantu rakyat kecil"". Keduanya dikucurkan pasca kenaikan BBM.",negative,"justru tidak aneh kalau pasca kenaikan bbm kepuasan masyarakat meningkat. berdasar survei poltracking dan lsi, kepuasan masyarakat disebabkan faktor blt dan ""membantu rakyat kecil"". keduanya dikucurkan pasca kenaikan bbm.",justru tidak aneh kalau pasca kenaikan bbm kepuasan masyarakat meningkat berdasar survei poltracking dan lsi kepuasan masyarakat disebabkan faktor blt dan membantu rakyat kecil keduanya dikucurkan pasca kenaikan bbm,"['justru', 'tidak', 'aneh', 'kalau', 'pasca', 'kenaikan', 'bbm', 'kepuasan', 'masyarakat', 'meningkat', 'berdasar', 'survei', 'poltracking', 'dan', 'lsi', 'kepuasan', 'masyarakat', 'disebabkan', 'faktor', 'blt', 'dan', 'membantu', 'rakyat', 'kecil', 'keduanya', 'dikucurkan', 'pasca', 'kenaikan', 'bbm']","['aneh', 'pasca', 'kenaikan', 'bbm', 'kepuasan', 'masyarakat', 'meningkat', 'berdasar', 'survei', 'poltracking', 'lsi', 'kepuasan', 'masyarakat', 'disebabkan', 'faktor', 'blt', 'membantu', 'rakyat', 'dikucurkan', 'pasca', 'kenaikan', 'bbm']","['aneh', 'pasca', 'naik', 'bbm', 'puas', 'masyarakat', 'tingkat', 'dasar', 'survei', 'poltracking', 'lsi', 'puas', 'masyarakat', 'sebab', 'faktor', 'blt', 'bantu', 'rakyat', 'kucur', 'pasca', 'naik', 'bbm']"
RakyatBiasa,@ViralHot5,17/05/2023 08:41,Saran aja klo publik puas kenaikan bbm gimana klo dinaikin 20rb per liter. Atau 50rb. Biar makin  puas ,negative,saran aja klo publik puas kenaikan bbm gimana klo dinaikin 20rb per liter. atau 50rb. biar makin  puas ,saran aja klo publik puas kenaikan bbm gimana klo dinaikin rb per liter atau rb biar makin puas,"['saran', 'aja', 'klo', 'publik', 'puas', 'kenaikan', 'bbm', 'gimana', 'klo', 'dinaikin', 'rb', 'per', 'liter', 'atau', 'rb', 'biar', 'makin', 'puas']","['saran', 'publik', 'puas', 'kenaikan', 'bbm', 'dinaikin', 'liter', 'puas']","['saran', 'publik', 'puas', 'naik', 'bbm', 'dinaikin', 'liter', 'puas']"
lanang gede,@bedugtengahawan,17/05/2023 08:18,"saya sumpahin yg mengatakan pasca kenaikan BBM publik semakin puas , org yg mengatakan begitu segera mendapat pahala terbaik. sebagaimana telah menutup mata melihat kenyataan. dari Saya org yg sangat dirugikan dg kenaikan BBM",negative,"saya sumpahin yg mengatakan pasca kenaikan bbm publik semakin puas , org yg mengatakan begitu segera mendapat pahala terbaik. sebagaimana telah menutup mata melihat kenyataan. dari saya org yg sangat dirugikan dg kenaikan bbm",saya sumpahin yg mengatakan pasca kenaikan bbm publik semakin puas org yg mengatakan begitu segera mendapat pahala terbaik sebagaimana telah menutup mata melihat kenyataan dari saya org yg sangat dirugikan dg kenaikan bbm,"['saya', 'sumpahin', 'yg', 'mengatakan', 'pasca', 'kenaikan', 'bbm', 'publik', 'semakin', 'puas', 'org', 'yg', 'mengatakan', 'begitu', 'segera', 'mendapat', 'pahala', 'terbaik', 'sebagaimana', 'telah', 'menutup', 'mata', 'melihat', 'kenyataan', 'dari', 'saya', 'org', 'yg', 'sangat', 'dirugikan', 'dg', 'kenaikan', 'bbm']","['sumpahin', 'pasca', 'kenaikan', 'bbm', 'publik', 'puas', 'pahala', 'terbaik', 'menutup', 'kenyataan', 'dirugikan', 'kenaikan', 'bbm']","['sumpahin', 'pasca', 'naik', 'bbm', 'publik', 'puas', 'pahala', 'baik', 'tutup', 'nyata', 'rugi', 'naik', 'bbm']"
ifada,@Qshareina,17/05/2023 07:59,"Lawakan bgt, sejak kapan ada pemerintah yg abis bikin kebijakan gak pro rakyat kecil trus rakyatnya puas dg kinerja presiden? Oh mungkin maksudnya sebagian kecil rakyat (oligarki) yang puas. Krna kenaikan bbm menguntungkan mereka. Yun2 dikira semua rakyat indonesia bego apa",negative,"lawakan bgt, sejak kapan ada pemerintah yg abis bikin kebijakan gak pro rakyat kecil trus rakyatnya puas dg kinerja presiden? oh mungkin maksudnya sebagian kecil rakyat (oligarki) yang puas. krna kenaikan bbm menguntungkan mereka. yun2 dikira semua rakyat indonesia bego apa",lawakan bgt sejak kapan ada pemerintah yg abis bikin kebijakan gak pro rakyat kecil trus rakyatnya puas dg kinerja presiden oh mungkin maksudnya sebagian kecil rakyat oligarki yang puas krna kenaikan bbm menguntungkan mereka yun dikira semua rakyat indonesia bego apa,"['lawakan', 'bgt', 'sejak', 'kapan', 'ada', 'pemerintah', 'yg', 'abis', 'bikin', 'kebijakan', 'gak', 'pro', 'rakyat', 'kecil', 'trus', 'rakyatnya', 'puas', 'dg', 'kinerja', 'presiden', 'oh', 'mungkin', 'maksudnya', 'sebagian', 'kecil', 'rakyat', 'oligarki', 'yang', 'puas', 'krna', 'kenaikan', 'bbm', 'menguntungkan', 'mereka', 'yun', 'dikira', 'semua', 'rakyat', 'indonesia', 'bego', 'apa']","['lawakan', 'pemerintah', 'abis', 'kebijakan', 'pro', 'rakyat', 'rakyatnya', 'puas', 'kinerja', 'presiden', 'maksudnya', 'rakyat', 'oligarki', 'puas', 'krna', 'kenaikan', 'bbm', 'menguntungkan', 'yun', 'rakyat', 'indonesia', 'bego']","['lawa', 'perintah', 'abis', 'bijak', 'pro', 'rakyat', 'rakyat', 'puas', 'kerja', 'presiden', 'maksud', 'rakyat', 'oligarki', 'puas', 'krna', 'naik', 'bbm', 'untung', 'yun', 'rakyat', 'indonesia', 'bego']"
Sandal Jepit,@Nono25734439,17/05/2023 07:57,"Yun, kamu itu lucu, dan mana mana kalau harga naik, apapun itu yg ada rakyat ngeluh, walaupun upah naik, tetep aja imbas ke barang atau belanjaan lain yg makin naik, kalau survey yaaa di tanya dulu yg di surveynya, jangan yg punya pom bensin yg ditanya, sama juga bohong Yuuun...",negative,"yun, kamu itu lucu, dan mana mana kalau harga naik, apapun itu yg ada rakyat ngeluh, walaupun upah naik, tetep aja imbas ke barang atau belanjaan lain yg makin naik, kalau survey yaaa di tanya dulu yg di surveynya, jangan yg punya pom bensin yg ditanya, sama juga bohong yuuun...",yun kamu itu lucu dan mana mana kalau harga naik apapun itu yg ada rakyat ngeluh walaupun upah naik tetep aja imbas ke barang atau belanjaan lain yg makin naik kalau survey yaaa di tanya dulu yg di surveynya jangan yg punya pom bensin yg ditanya sama juga bohong yuuun,"['yun', 'kamu', 'itu', 'lucu', 'dan', 'mana', 'mana', 'kalau', 'harga', 'naik', 'apapun', 'itu', 'yg', 'ada', 'rakyat', 'ngeluh', 'walaupun', 'upah', 'naik', 'tetep', 'aja', 'imbas', 'ke', 'barang', 'atau', 'belanjaan', 'lain', 'yg', 'makin', 'naik', 'kalau', 'survey', 'yaaa', 'di', 'tanya', 'dulu', 'yg', 'di', 'surveynya', 'jangan', 'yg', 'punya', 'pom', 'bensin', 'yg', 'ditanya', 'sama', 'juga', 'bohong', 'yuuun']","['yun', 'lucu', 'harga', 'apapun', 'rakyat', 'ngeluh', 'upah', 'tetep', 'imbas', 'barang', 'belanjaan', 'survey', 'surveynya', 'pom', 'bensin', 'bohong', 'yuuun']","['yun', 'lucu', 'harga', 'apa', 'rakyat', 'ngeluh', 'upah', 'tetep', 'imbas', 'barang', 'belanja', 'survey', 'surveynya', 'pom', 'bensin', 'bohong', 'yuuun']"
aawafa,@aawafa4J4,17/05/2023 07:55,puas????…. ada rekam jejak yg demo protes kenaikan BBM dulu… mungkin yg puas mereka sekarang,negative,puas????…. ada rekam jejak yg demo protes kenaikan bbm dulu… mungkin yg puas mereka sekarang,puas ada rekam jejak yg demo protes kenaikan bbm dulu mungkin yg puas mereka sekarang,"['puas', 'ada', 'rekam', 'jejak', 'yg', 'demo', 'protes', 'kenaikan', 'bbm', 'dulu', 'mungkin', 'yg', 'puas', 'mereka', 'sekarang']","['puas', 'rekam', 'jejak', 'demo', 'protes', 'kenaikan', 'bbm', 'puas']","['puas', 'rekam', 'jejak', 'demo', 'protes', 'naik', 'bbm', 'puas']"
yadisupriyadi,@yadisupriyadi,17/05/2023 07:50,"keren, berarti udah jelas rakyat sangat puas dengan kenaikan BBM, coba sekalian naekin harga beras dan migor, pasti tambah meroket hasil surveynya",negative,"keren, berarti udah jelas rakyat sangat puas dengan kenaikan bbm, coba sekalian naekin harga beras dan migor, pasti tambah meroket hasil surveynya",keren berarti udah jelas rakyat sangat puas dengan kenaikan bbm coba sekalian naekin harga beras dan migor pasti tambah meroket hasil surveynya,"['keren', 'berarti', 'udah', 'jelas', 'rakyat', 'sangat', 'puas', 'dengan', 'kenaikan', 'bbm', 'coba', 'sekalian', 'naekin', 'harga', 'beras', 'dan', 'migor', 'pasti', 'tambah', 'meroket', 'hasil', 'surveynya']","['keren', 'rakyat', 'puas', 'kenaikan', 'bbm', 'coba', 'naekin', 'harga', 'beras', 'migor', 'meroket', 'hasil', 'surveynya']","['keren', 'rakyat', 'puas', 'naik', 'bbm', 'coba', 'naekin', 'harga', 'beras', 'migor', 'roket', 'hasil', 'surveynya']"
Sach One,@one_sach97004,17/05/2023 07:35,"Harga mencekik di bilang puas, betul memang masyarakat puas tapi meratapi yg pasca kenaikan BBM semuanya ikut naik.",negative,"harga mencekik di bilang puas, betul memang masyarakat puas tapi meratapi yg pasca kenaikan bbm semuanya ikut naik.",harga mencekik di bilang puas betul memang masyarakat puas tapi meratapi yg pasca kenaikan bbm semuanya ikut naik,"['harga', 'mencekik', 'di', 'bilang', 'puas', 'betul', 'memang', 'masyarakat', 'puas', 'tapi', 'meratapi', 'yg', 'pasca', 'kenaikan', 'bbm', 'semuanya', 'ikut', 'naik']","['harga', 'mencekik', 'puas', 'masyarakat', 'puas', 'meratapi', 'pasca', 'kenaikan', 'bbm']","['harga', 'cekik', 'puas', 'masyarakat', 'puas', 'ratap', 'pasca', 'naik', 'bbm']"
kak aries,@pak_aries_ae,17/05/2023 07:29,Pak Didu paham kan soal kebijakan BBM? Hehehe,neutral,pak didu paham kan soal kebijakan bbm? hehehe,pak didu paham kan soal kebijakan bbm hehehe,"['pak', 'didu', 'paham', 'kan', 'soal', 'kebijakan', 'bbm', 'hehehe']","['didu', 'paham', 'kebijakan', 'bbm']","['didu', 'paham', 'bijak', 'bbm']"
Ivon,@budiatiAn,17/05/2023 07:19,Mgkn dianggap rakyat Indonesia se gila dan se bodoh itu ya....hbs kenaikan BBM kepuasan publik meningkat. Cari uang gak se nista itu lah caranya.,negative,mgkn dianggap rakyat indonesia se gila dan se bodoh itu ya....hbs kenaikan bbm kepuasan publik meningkat. cari uang gak se nista itu lah caranya.,mgkn dianggap rakyat indonesia se gila dan se bodoh itu ya hbs kenaikan bbm kepuasan publik meningkat cari uang gak se nista itu lah caranya,"['mgkn', 'dianggap', 'rakyat', 'indonesia', 'se', 'gila', 'dan', 'se', 'bodoh', 'itu', 'ya', 'hbs', 'kenaikan', 'bbm', 'kepuasan', 'publik', 'meningkat', 'cari', 'uang', 'gak', 'se', 'nista', 'itu', 'lah', 'caranya']","['mgkn', 'dianggap', 'rakyat', 'indonesia', 'gila', 'bodoh', 'hbs', 'kenaikan', 'bbm', 'kepuasan', 'publik', 'meningkat', 'cari', 'uang', 'nista']","['mgkn', 'anggap', 'rakyat', 'indonesia', 'gila', 'bodoh', 'hbs', 'naik', 'bbm', 'puas', 'publik', 'tingkat', 'cari', 'uang', 'nista']"
M. Fikri™,@mhmfikri,17/05/2023 07:15,"logika ngawur, kenaikan harga barang ato BBM dmn' pasti membuat rakyat berang, marah.. bahkan di negara kaya sekali pun",negative,"logika ngawur, kenaikan harga barang ato bbm dmn' pasti membuat rakyat berang, marah.. bahkan di negara kaya sekali pun",logika ngawur kenaikan harga barang ato bbm dmn pasti membuat rakyat berang marah bahkan di negara kaya sekali pun,"['logika', 'ngawur', 'kenaikan', 'harga', 'barang', 'ato', 'bbm', 'dmn', 'pasti', 'membuat', 'rakyat', 'berang', 'marah', 'bahkan', 'di', 'negara', 'kaya', 'sekali', 'pun']","['logika', 'ngawur', 'kenaikan', 'harga', 'barang', 'bbm', 'rakyat', 'berang', 'marah', 'negara', 'kaya']","['logika', 'ngawur', 'naik', 'harga', 'barang', 'bbm', 'rakyat', 'berang', 'marah', 'negara', 'kaya']"
Satria Manggala,@SatriaM80232145,17/05/2023 07:04,"Itu rumusan gemana 
@yunartowijaya
 ko bisa kenaikan BBM bisa menaikan kepuasan Publik terhadap Pemerintah ",negative,"itu rumusan gemana 
@yunartowijaya
 ko bisa kenaikan bbm bisa menaikan kepuasan publik terhadap pemerintah ",itu rumusan gemana ko bisa kenaikan bbm bisa menaikan kepuasan publik terhadap pemerintah,"['itu', 'rumusan', 'gemana', 'ko', 'bisa', 'kenaikan', 'bbm', 'bisa', 'menaikan', 'kepuasan', 'publik', 'terhadap', 'pemerintah']","['rumusan', 'gemana', 'ko', 'kenaikan', 'bbm', 'menaikan', 'kepuasan', 'publik', 'pemerintah']","['rumus', 'gana', 'ko', 'naik', 'bbm', 'naik', 'puas', 'publik', 'perintah']"
Diandra Kartini,@diankrtn,17/05/2023 07:01,"Survei yang lucu, jika kepuasan publik disebabkan kenaikan BBM, sekalian saja pemerintah mematok harga pertalite 20ribu/,liter. Agar kepuasan publik mencapai titik puncaknya, bukan begitu bang 
@yunartowijaya
 
Bikin survei yah jgn ketahuan dipesan dan dibayar toh bang. Malu",negative,"survei yang lucu, jika kepuasan publik disebabkan kenaikan bbm, sekalian saja pemerintah mematok harga pertalite 20ribu/,liter. agar kepuasan publik mencapai titik puncaknya, bukan begitu bang 
@yunartowijaya
 
bikin survei yah jgn ketahuan dipesan dan dibayar toh bang. malu",survei yang lucu jika kepuasan publik disebabkan kenaikan bbm sekalian saja pemerintah mematok harga pertalite ribu liter agar kepuasan publik mencapai titik puncaknya bukan begitu bang bikin survei yah jgn ketahuan dipesan dan dibayar toh bang malu,"['survei', 'yang', 'lucu', 'jika', 'kepuasan', 'publik', 'disebabkan', 'kenaikan', 'bbm', 'sekalian', 'saja', 'pemerintah', 'mematok', 'harga', 'pertalite', 'ribu', 'liter', 'agar', 'kepuasan', 'publik', 'mencapai', 'titik', 'puncaknya', 'bukan', 'begitu', 'bang', 'bikin', 'survei', 'yah', 'jgn', 'ketahuan', 'dipesan', 'dan', 'dibayar', 'toh', 'bang', 'malu']","['survei', 'lucu', 'kepuasan', 'publik', 'disebabkan', 'kenaikan', 'bbm', 'pemerintah', 'mematok', 'harga', 'pertalite', 'ribu', 'liter', 'kepuasan', 'publik', 'mencapai', 'titik', 'puncaknya', 'bang', 'survei', 'ketahuan', 'dipesan', 'dibayar', 'bang', 'malu']","['survei', 'lucu', 'puas', 'publik', 'sebab', 'naik', 'bbm', 'perintah', 'patok', 'harga', 'pertalite', 'ribu', 'liter', 'puas', 'publik', 'capai', 'titik', 'puncak', 'bang', 'survei', 'tahu', 'pes', 'bayar', 'bang', 'malu']"
Politik-IDN,@IdnPolitik,17/05/2023 07:00,Sampean salah satu contoh  masyarakat yg tingkat kepuasannya naik akibat kenaikan BBM kah?,negative,sampean salah satu contoh  masyarakat yg tingkat kepuasannya naik akibat kenaikan bbm kah?,sampean salah satu contoh masyarakat yg tingkat kepuasannya naik akibat kenaikan bbm kah,"['sampean', 'salah', 'satu', 'contoh', 'masyarakat', 'yg', 'tingkat', 'kepuasannya', 'naik', 'akibat', 'kenaikan', 'bbm', 'kah']","['sampean', 'salah', 'contoh', 'masyarakat', 'tingkat', 'kepuasannya', 'akibat', 'kenaikan', 'bbm']","['sampean', 'salah', 'contoh', 'masyarakat', 'tingkat', 'puas', 'akibat', 'naik', 'bbm']"
Untung Muchdari,@UMuchdari,17/05/2023 06:47,Kalau memang dengan kenaikan harga BBM publik merasa puas dengan Pemerintah sebaiknya Pemerintah menaikan BBM kembali 100 x lipat atau 200 x lipat harganya dari sekarang pastinya publik akan sangat puas kepada Pemerintah.,negative,kalau memang dengan kenaikan harga bbm publik merasa puas dengan pemerintah sebaiknya pemerintah menaikan bbm kembali 100 x lipat atau 200 x lipat harganya dari sekarang pastinya publik akan sangat puas kepada pemerintah.,kalau memang dengan kenaikan harga bbm publik merasa puas dengan pemerintah sebaiknya pemerintah menaikan bbm kembali  lipat atau  lipat harganya dari sekarang pastinya publik akan sangat puas kepada pemerintah,"['kalau', 'memang', 'dengan', 'kenaikan', 'harga', 'bbm', 'publik', 'merasa', 'puas', 'dengan', 'pemerintah', 'sebaiknya', 'pemerintah', 'menaikan', 'bbm', 'kembali', 'lipat', 'atau', 'lipat', 'harganya', 'dari', 'sekarang', 'pastinya', 'publik', 'akan', 'sangat', 'puas', 'kepada', 'pemerintah']","['kenaikan', 'harga', 'bbm', 'publik', 'puas', 'pemerintah', 'pemerintah', 'menaikan', 'bbm', 'lipat', 'lipat', 'harganya', 'pastinya', 'publik', 'puas', 'pemerintah']","['naik', 'harga', 'bbm', 'publik', 'puas', 'perintah', 'perintah', 'naik', 'bbm', 'lipat', 'lipat', 'harga', 'pasti', 'publik', 'puas', 'perintah']"
KEBENARAN HAQIQI,@ZoelHayat,17/05/2023 06:21,"KEBOHONGAN HAKIKI
Dihampir semua Negara bila terjadi Kenaikan Harga BBM, Pastinya Ribut, karena berimbas pada kondisi Ekonomi Kerakyatan.
Koplak jika terjadi Kenaikan Harga BBM, Rakyat merasa Senang dan Puas.",negative,"kebohongan hakiki
dihampir semua negara bila terjadi kenaikan harga bbm, pastinya ribut, karena berimbas pada kondisi ekonomi kerakyatan.
koplak jika terjadi kenaikan harga bbm, rakyat merasa senang dan puas.",kebohongan hakiki dihampir semua negara bila terjadi kenaikan harga bbm pastinya ribut karena berimbas pada kondisi ekonomi kerakyatan koplak jika terjadi kenaikan harga bbm rakyat merasa senang dan puas,"['kebohongan', 'hakiki', 'dihampir', 'semua', 'negara', 'bila', 'terjadi', 'kenaikan', 'harga', 'bbm', 'pastinya', 'ribut', 'karena', 'berimbas', 'pada', 'kondisi', 'ekonomi', 'kerakyatan', 'koplak', 'jika', 'terjadi', 'kenaikan', 'harga', 'bbm', 'rakyat', 'merasa', 'senang', 'dan', 'puas']","['kebohongan', 'hakiki', 'dihampir', 'negara', 'kenaikan', 'harga', 'bbm', 'pastinya', 'ribut', 'berimbas', 'kondisi', 'ekonomi', 'kerakyatan', 'koplak', 'kenaikan', 'harga', 'bbm', 'rakyat', 'senang', 'puas']","['bohong', 'hakiki', 'hampir', 'negara', 'naik', 'harga', 'bbm', 'pasti', 'ribut', 'imbas', 'kondisi', 'ekonomi', 'rakyat', 'koplak', 'naik', 'harga', 'bbm', 'rakyat', 'senang', 'puas']"
@boyfahrullah,@boyfahrullah,17/05/2023 06:09,"Inilah bukti bahwa survei yg dilakukan secara abal2 dan serampangan oleh Yunarto CS, dimana itu rumusnya klo BBM naik publik puas atas kebijakan pemerintah menaikkan BBM, klo mau menjilat rezim jgn terlalu bodoh lah.",negative,"inilah bukti bahwa survei yg dilakukan secara abal2 dan serampangan oleh yunarto cs, dimana itu rumusnya klo bbm naik publik puas atas kebijakan pemerintah menaikkan bbm, klo mau menjilat rezim jgn terlalu bodoh lah.",inilah bukti bahwa survei yg dilakukan secara abal dan serampangan oleh yunarto cs dimana itu rumusnya klo bbm naik publik puas atas kebijakan pemerintah menaikkan bbm klo mau menjilat rezim jgn terlalu bodoh lah,"['inilah', 'bukti', 'bahwa', 'survei', 'yg', 'dilakukan', 'secara', 'abal', 'dan', 'serampangan', 'oleh', 'yunarto', 'cs', 'dimana', 'itu', 'rumusnya', 'klo', 'bbm', 'naik', 'publik', 'puas', 'atas', 'kebijakan', 'pemerintah', 'menaikkan', 'bbm', 'klo', 'mau', 'menjilat', 'rezim', 'jgn', 'terlalu', 'bodoh', 'lah']","['bukti', 'survei', 'abal', 'serampangan', 'yunarto', 'cs', 'dimana', 'rumusnya', 'bbm', 'publik', 'puas', 'kebijakan', 'pemerintah', 'menaikkan', 'bbm', 'menjilat', 'rezim', 'bodoh']","['bukti', 'survei', 'abal', 'serampang', 'yunarto', 'cs', 'mana', 'rumus', 'bbm', 'publik', 'puas', 'bijak', 'perintah', 'naik', 'bbm', 'jilat', 'rezim', 'bodoh']"
Ummu Arga,@rahmaniarbaftim,17/05/2023 05:55,"Iyo no, wong de'e buzzeRp merangkap tukang survei bayaran. 

Mana ada rakyat yg senang dgn kenaikan bbm? Angger mangap ae lek ngomong.",negative,"iyo no, wong de'e buzzerp merangkap tukang survei bayaran. 

mana ada rakyat yg senang dgn kenaikan bbm? angger mangap ae lek ngomong.",iyo no wong de  buzzerp merangkap tukang survei bayaran mana ada rakyat yg senang dgn kenaikan bbm angger mangap ae lek ngomong,"['iyo', 'no', 'wong', 'de', 'buzzerp', 'merangkap', 'tukang', 'survei', 'bayaran', 'mana', 'ada', 'rakyat', 'yg', 'senang', 'dgn', 'kenaikan', 'bbm', 'angger', 'mangap', 'ae', 'lek', 'ngomong']","['iyo', 'buzzerp', 'merangkap', 'tukang', 'survei', 'bayaran', 'rakyat', 'senang', 'kenaikan', 'bbm', 'angger', 'mangap', 'lek', 'ngomong']","['iyo', 'buzzerp', 'rangkap', 'tukang', 'survei', 'bayar', 'rakyat', 'senang', 'naik', 'bbm', 'angger', 'mangap', 'lek', 'ngomong']"
ufron arifin,@UfronArifn,17/05/2023 05:37,"Survey tolol, lu pikir rakyat seneng dg kenaikan BBM",negative,"survey tolol, lu pikir rakyat seneng dg kenaikan bbm",survey tolol lu pikir rakyat seneng dg kenaikan bbm,"['survey', 'tolol', 'lu', 'pikir', 'rakyat', 'seneng', 'dg', 'kenaikan', 'bbm']","['survey', 'tolol', 'pikir', 'rakyat', 'seneng', 'kenaikan', 'bbm']","['survey', 'tolol', 'pikir', 'rakyat', 'neng', 'naik', 'bbm']"
WA57,@tukangbatu_,17/05/2023 02:09,"bangke
hanya masyarakat goblok yg puas dgn kenaikan bbm
analogi dan nalarmu busuk tak berotak!
mau kere mau kaya,melihat bbm naik puas??? helooowwww yg disurvey spesies apa taakk botakkk??? ",negative,"bangke
hanya masyarakat goblok yg puas dgn kenaikan bbm
analogi dan nalarmu busuk tak berotak!
mau kere mau kaya,melihat bbm naik puas??? helooowwww yg disurvey spesies apa taakk botakkk??? ",bangke hanya masyarakat goblok yg puas dgn kenaikan bbm analogi dan nalarmu busuk tak berotak mau kere mau kaya melihat bbm naik puas helooowwww yg disurvey spesies apa taakk botakkk,"['bangke', 'hanya', 'masyarakat', 'goblok', 'yg', 'puas', 'dgn', 'kenaikan', 'bbm', 'analogi', 'dan', 'nalarmu', 'busuk', 'tak', 'berotak', 'mau', 'kere', 'mau', 'kaya', 'melihat', 'bbm', 'naik', 'puas', 'helooowwww', 'yg', 'disurvey', 'spesies', 'apa', 'taakk', 'botakkk']","['bangke', 'masyarakat', 'goblok', 'puas', 'kenaikan', 'bbm', 'analogi', 'nalarmu', 'busuk', 'berotak', 'kere', 'kaya', 'bbm', 'puas', 'helooowwww', 'disurvey', 'spesies', 'taakk', 'botakkk']","['bangke', 'masyarakat', 'goblok', 'puas', 'naik', 'bbm', 'analogi', 'nalar', 'busuk', 'otak', 'kere', 'kaya', 'bbm', 'puas', 'helooowwww', 'disurvey', 'spesies', 'taakk', 'botakkk']"
RakyatBiasa,@ViralHot5,17/05/2023 01:49,Emang Ada yg puas dengan kenaikan bbm kah ,neutral,emang ada yg puas dengan kenaikan bbm kah ,emang ada yg puas dengan kenaikan bbm kah,"['emang', 'ada', 'yg', 'puas', 'dengan', 'kenaikan', 'bbm', 'kah']","['emang', 'puas', 'kenaikan', 'bbm']","['emang', 'puas', 'naik', 'bbm']"
don dong,@dondong68493002,17/05/2023 01:48,apa ini akan memicu kenaikan bbm lagi ?,neutral,apa ini akan memicu kenaikan bbm lagi ?,apa ini akan memicu kenaikan bbm lagi,"['apa', 'ini', 'akan', 'memicu', 'kenaikan', 'bbm', 'lagi']","['memicu', 'kenaikan', 'bbm']","['picu', 'naik', 'bbm']"
Gelang-giok,@Aditlasri3,16/05/2023 23:38,Hanya di zaman Pinokio: publik puas atas kenaikan BBM.,negative,hanya di zaman pinokio: publik puas atas kenaikan bbm.,hanya di zaman pinokio publik puas atas kenaikan bbm,"['hanya', 'di', 'zaman', 'pinokio', 'publik', 'puas', 'atas', 'kenaikan', 'bbm']","['zaman', 'pinokio', 'publik', 'puas', 'kenaikan', 'bbm']","['zaman', 'pinokio', 'publik', 'puas', 'naik', 'bbm']"
Papajon,@ntoniusn,16/05/2023 23:38,"Agustus BBM naik, Oktober temen kita lahiran.

Bulan September minta jualannya diborong buat pegangan lahiran. Mana pas doi chat minyak sama gas nya udah abis 

Chat 22 September 2022 biar relate sama momen kenaikan BBM.",neutral,"agustus bbm naik, oktober temen kita lahiran.

bulan september minta jualannya diborong buat pegangan lahiran. mana pas doi chat minyak sama gas nya udah abis 

chat 22 september 2022 biar relate sama momen kenaikan bbm.",agustus bbm naik oktober temen kita lahiran bulan september minta jualannya diborong buat pegangan lahiran mana pas doi chat minyak sama gas nya udah abis chat september biar relate sama momen kenaikan bbm,"['agustus', 'bbm', 'naik', 'oktober', 'temen', 'kita', 'lahiran', 'bulan', 'september', 'minta', 'jualannya', 'diborong', 'buat', 'pegangan', 'lahiran', 'mana', 'pas', 'doi', 'chat', 'minyak', 'sama', 'gas', 'nya', 'udah', 'abis', 'chat', 'september', 'biar', 'relate', 'sama', 'momen', 'kenaikan', 'bbm']","['agustus', 'bbm', 'oktober', 'temen', 'lahiran', 'september', 'jualannya', 'diborong', 'pegangan', 'lahiran', 'pas', 'doi', 'chat', 'minyak', 'gas', 'abis', 'chat', 'september', 'relate', 'momen', 'kenaikan', 'bbm']","['agustus', 'bbm', 'oktober', 'temen', 'lahir', 'september', 'jual', 'borong', 'pegang', 'lahir', 'pas', 'doi', 'chat', 'minyak', 'gas', 'abis', 'chat', 'september', 'relate', 'momen', 'naik', 'bbm']"
